Symbol,Company,Industry,Market Cap
FLO,Flowers Foods,Food Products,5.71B
FLOW,SPX Flow,Machinery,3.63B
FLR,Fluor Corporation,Construction & Engineering,3.27B
FLS,Flowserve,Machinery,4.25B
FLT,FleetCor Technologies,IT Services,18.33B
FLUX,Flux Power Holdings,Electrical Equipment,83.13M
FLWS,1-800-Flowers.com,Internet & Direct Marketing Retail,2.10B
FLXN,Flexion Therapeutics,Biotechnology,458.92M
FLXS,Flexsteel Industries,Household Durables,196.88M
FLYA,Soar Technology Acquisition,Blank Check / SPAC,268.27M
FLYW,Flywire,Information Technology Services,3.88B
FMAC,FirstMark Horizon Acquisition,Blank Check / SPAC,510.77M
FMAO,Farmers & Merchants Bancorp,Banks,351.74M
FMBH,First Mid Bancshares,Banks,802.04M
FMBI,First Midwest Bancorp,Banks,2.43B
FMC,FMC Corporation,Chemicals,13.15B
FMIV,Forum Merger IV,Blank Check / SPAC,420.58M
FMNB,Farmers National Banc,Banks,625.61M
FMS,Fresenius Medical Care,Health Care Providers & Services,18.42B
FMTX,Forma Therapeutics,Biotechnology,839.99M
FMX,Fomento Economico Mexicano,Beverages,26.48B
FN,Fabrinet,"Electronic Equipment, Instruments & C...",4.25B
FNA,Paragon 28,Medical Devices,1.40B
FNB,F.N.B.,Banks,4.05B
FNCB,FNCB Bancorp,Banks,179.87M
FNCH,Finch Therapeutics Group,Biotechnology,622.45M
FND,Floor & Decor Holdings,Specialty Retail,13.52B
FNF,Fidelity National Financial,Insurance,14.96B
FNHC,FedNat Holding,Insurance,32.89M
FNKO,Funko,Distributors,693.58M
FNLC,First Bancorp,Banks,348.52M
FNV,Franco-Nevada,Metals & Mining,26.38B
FNWB,First Northwest Bancorp,Banks,188.72M
FNWD,Finward Bancorp,Banks-Regional,167.00M
FOA,Finance of America,Credit Services,277.59M
FOCS,Focus Financial Partners,Capital Markets,4.89B
FOE,Ferro Corporation,Chemicals,1.77B
FOLD,Amicus Therapeutics,Biotechnology,3.13B
FONR,Fonar Corporation,Health Care Equipment & Supplies,112.19M
FOR,Forestar Group,Real Estate Management & Development,1.04B
FORA,Forian,Health Information Services,302.49M
FORD,Forward Industries,"Textiles, Apparel & Luxury Goods",19.06M
FORE,Foresight Acquisition,Blank Check / SPAC,481.30M
FORG,ForgeRock,Software-Infrastructure,2.06B
FORM,FormFactor,Semiconductors & Semiconductor Equipment,3.31B
FORR,Forrester Research,Professional Services,1.15B
FORTY,Formula Systems (1985) Ltd.,IT Services,1.85B
FOSL,Fossil Group,"Textiles, Apparel & Luxury Goods",690.41M
FOUR,Shift4 Payments,IT Services,4.55B
FOX,Fox Corporation,Media,21.50B
FOXA,Fox Corporation,Media,21.54B
FOXF,Fox Factory Holding,Auto Components,7.70B
FOXW,FoxWayne Enterprises Acquisition,Blank Check / SPAC,71.80M
FPAC,Far Peak Acquisition,Blank Check / SPAC,724.70M
FPAY,FlexShopper,Diversified Financial Services,52.60M
FPH,Five Point Holdings,Real Estate Management & Development,432.71M
FPI,Farmland Partners,"Equity Real Estate 
Investment Trusts...",551.75M
FR,First Industrial Realty Trust,"Equity Real Estate 
Investment Trusts...",7.94B
FRAF,Franklin Financial Services,Banks,145.16M
FRBA,First Bank,Banks,300.78M
FRBK,Republic First Bancorp,Banks,212.25M
FRC,First Republic Bank,Banks,38.82B
FRD,Friedman Industries,Metals & Mining,80.72M
FREE,Whole Earth Brands,Packaged Foods,461.73M
FREQ,Frequency Therapeutics,Biotechnology,207.88M
FREY,FREYR Battery,Electrical Equipment & Parts,1.32B
FRG,Franchise Group,Diversified Consumer Services,2.01B
FRGI,Fiesta Restaurant Group,"Hotels, Restaurants & Leisure",262.21M
FRHC,Freedom Holding,Capital Markets,3.88B
FRLN,Freeline Therapeutics,Biotechnology,83.45M
FRME,First Merchants,Banks,2.31B
FRO,Frontline,"Oil, Gas & Consumable Fuels",1.42B
FROG,JFrog,Software,3.21B
FRON,Frontier Acquisition,Blank Check / SPAC,287.34M
FRPH,FRP Holdings,Real Estate Management & Development,576.05M
FRPT,Freshpet,Food Products,4.72B
FRSG,First Reserve Sustainable Growth,Blank Check / SPAC,276.66M
FRSH,Freshworks,Software,9.22B
FRST,Primis Financial,Banks,383.61M
FRSX,Foresight Autonomous,Auto Components,160.25M
FRT,Federal Realty Investment Trust,"Equity Real Estate 
Investment Trusts...",10.18B
FRTA,Forterra,Construction Materials,1.60B
FRW,PWP Forward Acquisition I,Blank Check / SPAC,258.72M
FRXB,Forest Road Acquisition II,Blank Check / SPAC,427.00M
FSBC,Five Star Bancorp,Banks-Regional,512.58M
FSBW,FS Bancorp,Thrifts & Mortgage Finance,273.21M
FSEA,First Seacoast Bancorp,Thrifts & Mortgage Finance,59.64M
FSFG,First Savings Financial Group,Banks,189.55M
FSI,Flexible Solutions International,Chemicals,44.85M
FSII,FS Development II,Blank Check / SPAC,356.76M
FSK,FS KKR Capital,Capital Markets,6.10B
FSLR,First Solar,Semiconductors & Semiconductor Equipment,11.31B
FSLY,Fastly,IT Services,4.61B
FSM,Fortuna Silver Mines,Metals & Mining,1.05B
FSNB,Fusion Acquisition II,Blank Check / SPAC,609.37M
FSP,Franklin Street Properties,"Equity Real Estate 
Investment Trusts...",626.40M
FSR,Fisker,Insurance,5.82B
FSRX,FinServ Acquisition II,Blank Check / SPAC,373.42M
FSS,Federal Signal,Machinery,2.89B
FSSI,Fortistar Sustainable Solutions,Blank Check / SPAC,316.97M
FST,Fast Acquisition,Blank Check / SPAC,293.50M
FSTR,L.B. Foster Company,Machinery,173.56M
FSTX,F-star Therapeutics,Biotechnology,112.82M
FSV,FirstService,Real Estate Management & Development,8.74B
FTAA,FTAC Athena Acquisition,Blank Check / SPAC,340.08M
FTAI,Fortress Transportation & Infrastructure Investors,Trading Companies & Distributors,2.45B
FTCH,Farfetch,Internet & Direct Marketing Retail,13.26B
FTCI,FTC Solar,Solar,735.97M
FTCV,FinTech Acquisition V,Blank Check / SPAC,350.41M
FTDR,"Frontdoor, Inc.",Diversified Consumer Services,3.09B
FTEK,Fuel Tech,Commercial Services & Supplies,53.57M
FTEV,FinTech Evolution Acquisition,Blank Check / SPAC,334.06M
FTFT,Future FinTech Group,Food Products,116.31M
FTHM,Fathom Holdings,Real Estate Management & Development,356.51M
FTI,TechnipFMC,Energy Equipment & Services,2.91B
FTK,Flotek Industries,Chemicals,66.74M
FTNT,Fortinet,Software,52.65B
FTPA,FTAC Parnassus Acquisition,Blank Check / SPAC,335.68M
FTRP,Field Trip Health,Medical Care Facilities,242.23M
FTS,Fortis,Electric Utilities,21.31B
FTSI,FTS International,Energy Equipment & Services,373.16M
FTV,Fortive,Machinery,28.03B
FTVI,FinTech Acquisition VI,Blank Check / SPAC,337.05M
FUBO,FuboTV,Software,2.95B
FUL,H.B. Fuller,Chemicals,4.08B
FULC,Fulcrum Therapeutics,Pharmaceuticals,607.02M
FULT,Fulton Financial,Banks,2.78B
FUN,Cedar Fair,"Hotels, Restaurants & Leisure",2.77B
FUNC,First United,Banks,126.09M
FURY,Fury Gold Mines,Other Industrial Metals & Mining,74.56M
FUSB,First US Bancshares,Banks,72.01M
FUSN,Fusion Pharmaceuticals,Biotechnology,256.24M
FUTU,Futu Holdings,Capital Markets,7.84B
FUV,Arcimoto,Automobiles,376.55M
FVAM,5:01 Acquisition,Blank Check / SPAC,108.25M
FVCB,FVCBankcorp,Banks,285.92M
FVE,Five Star Senior Living,Health Care Providers & Services,110.65M
FVIV,Fortress Value Acquisition IV,Blank Check / SPAC,797.87M
FVRR,Fiverr International,Internet & Direct Marketing Retail,5.27B
FVT,Fortress Value Acquisition III,Blank Check / SPAC,282.90M
FWAC,Fifth Wall Acquisition III,Blank Check / SPAC,349.64M
FWBI,First Wave BioPharma,Biotechnology,0.00
FWONA,Liberty Media Formula One ,Entertainment,14.09B
FWP,Forward Pharma A/S,Biotechnology,45.57M
FWRD,Forward Air,Air Freight & Logistics,2.84B
FWRG,First Watch Restaurant Group,Restaurants,1.15B
FXLV,F45 Training,Leisure,968.03M
FXNC,First National,Banks,142.96M
FYBR,Frontier Communications,Telecom Services,8.52B
FZT,FAST Acquisition II,Blank Check / SPAC,271.53M
G,Genpact,IT Services,9.35B
GABC,German American Bancorp,Banks,1.15B
GACQ,Global Consumer Acquisition,Blank Check / SPAC,220.51M
GAIA,"Gaia, Inc.",Entertainment,180.95M
GAIN,Gladstone Investment,Capital Markets,559.50M
GALT,Galectin Therapeutics,Biotechnology,150.89M
GAMB,Gambling.com Group,Gambling,396.89M
GAMC,Golden Arrow Merger,Blank Check / SPAC,349.31M
GAME,Engine Gaming & Media,Software,47.26M
GAN,GAN Limited,Gambling,442.81M
GANX,Gain Therapeutics,Biotechnology,93.61M
GAPA,G&P Acquisition,Blank Check / SPAC,215.91M
GASS,StealthGas,"Oil, Gas & Consumable Fuels",102.76M
GATO,Gatos Silver,Other Precious Metals & Mining,909.81M
GATX,GATX Corporation,Trading Companies & Distributors,3.79B
GAU,Galiano Gold,Metals & Mining,183.07M
GB,Global Blue,Information Technology Services,1.70B
GBCI,Glacier Bancorp,Banks,6.56B
GBDC,Golub Capital BDC,Capital Markets,2.57B
GBIO,Generation Bio,Biotechnology,1.06B
GBL,GAMCO Investors,Capital Markets,753.21M
GBLI,Global Indemnity Group,Insurance,375.79M
GBNH,Greenbrook TMS,Medical Care Facilities,110.55M
GBNY,Generations Bancorp NY,Banks-Regional,28.64M
GBOX,GreenBox POS,Software-Infrastructure,219.33M
GBR,New Concept Energy,"Oil, Gas & Consumable Fuels",15.70M
GBRG,Goldenbridge Acquisition,Blank Check / SPAC,75.21M
GBS,"GBS, Inc.",Medical Devices,25.15M
GBT,Global Blood Therapeutics,Biotechnology,1.96B
GBX,Greenbrier Companies,Machinery,1.33B
GCAC,Growth Capital Acquisition,Blank Check / SPAC,214.55M
GCBC,Greene County Bancorp,Thrifts & Mortgage Finance,296.56M
GCI,Gannett,Publishing,727.30M
GCMG,GCM Grosvenor,Asset Management,2.16B
GCO,Genesco,Specialty Retail,1.05B
GCP,GCP Applied Technologies,Chemicals,1.67B
GD,General Dynamics,Aerospace & Defense,55.80B
GDDY,GoDaddy,IT Services,11.07B
GDEN,Golden Entertainment,"Hotels, Restaurants & Leisure",1.46B
GDEV,Nexters,Electronic Gaming & Multimedia,1.57B
GDOT,Green Dot,Consumer Finance,2.17B
GDP,Goodrich Petroleum,"Oil, Gas & Consumable Fuels",331.38M
GDRX,GoodRx Holdings,Health Care Technology,14.98B
GDS,GDS Holdings,IT Services,10.59B
GDYN,Grid Dynamics Holdings,IT Services,2.42B
GE,General Electric,Industrial Conglomerates,111.55B
GECC,Great Elm Capital,Capital Markets,92.82M
GEF,Greif,Containers & Packaging,3.42B
GEF.B,Greif,Packaging & Containers,3.44B
GEG,Great Elm Group,Capital Markets,50.79M
GEL,Genesis Energy,"Oil, Gas & Consumable Fuels",1.48B
GENC,Gencor Industries,Machinery,176.72M
GENE,Genetic Technologies,Life Sciences Tools & Services,37.74M
GENI,Genius Sports,Interactive Media & Services,1.93B
GEO,GEO Group,"Equity Real Estate 
Investment Trusts...",1.12B
GEOS,Geospace Technologies,Energy Equipment & Services,117.98M
GERN,Geron,Biotechnology,487.75M
GES,Guess,Specialty Retail,1.37B
GET,Getnet Adquirencia E Servicos Para Meios De Pagamento,"Data Processing, Hosting, and Related...",618.44M
GEVO,"Gevo, Inc.","Oil, Gas & Consumable Fuels",1.20B
GFAI,Guardforce AI Co.,Security & Protection Services,35.62M
GFED,Guaranty Federal Bancshares,Thrifts & Mortgage Finance,147.29M
GFF,Griffon Corporation,Building Products,1.53B
GFI,Gold Fields,Metals & Mining,9.93B
GFL,GFL Environmental,Waste Management,13.06B
GFOR,Graf Acquisition IV,Blank Check / SPAC,208.09M
GFS,GlobalFoundries,Semiconductors,33.53B
GFX,Golden Falcon Acquisition,Blank Check / SPAC,423.06M
GGAL,Grupo Financiero Galicia,Banks,2.92B
GGB,Gerdau,Metals & Mining,7.69B
GGG,Graco,Machinery,13.15B
GGGV,G3 VRM Acquisition,Blank Check / SPAC,140.14M
GGMC,Glenfarne Merger,Blank Check / SPAC,340.85M
GGPI,Gores Guggenheim,Blank Check / SPAC,1.37B
GH,Guardant Health,Health Care Providers & Services,9.43B
GHAC,Gaming & Hospitality Acquisition,Blank Check / SPAC,251.07M
GHC,Graham Holdings,Diversified Consumer Services,2.96B
GHG,GreenTree Hospitality Group,"Hotels, Restaurants & Leisure",859.44M
GHL,Greenhill & Co.,Capital Markets,342.51M
GHLD,Guild Holdings Company,Mortgage Finance,847.16M
GHM,Graham Corporation,Machinery,138.29M
GHRS,GH Research PLC,Biotechnology,1.28B
GHSI,Guardion Health Sciences,Personal Products,25.77M
GIA,GigCapital5,Blank Check / SPAC,256.06M
GIB,"CGI, Inc",IT Services,21.03B
GIC,Global Industrial,Trading Companies & Distributors,1.64B
GIFI,Gulf Island Fabrication,Energy Equipment & Services,63.61M
GIG,GigCapital4,Blank Check / SPAC,459.04M
GIGM,GigaMedia,Entertainment,27.46M
GIII,G-III Apparel Group,"Textiles, Apparel & Luxury Goods",1.57B
GIIX,Gores Holdings VIII,Blank Check / SPAC,429.52M
GIL,Gildan Activewear,"Textiles, Apparel & Luxury Goods",8.17B
GILD,Gilead Sciences,Biotechnology,88.21B
GILT,Gilat Satellite Networks,Communications Equipment,389.56M
GIPR,Generation Income Properties,REIT-Diversified,13.31M
GIS,General Mills,Food Products,38.32B
GIW,GigInternational1,Blank Check / SPAC,268.67M
GKOS,Glaukos Corporation,Health Care Equipment & Supplies,2.16B
GL,Globe Life,Insurance,9.52B
GLAD,Gladstone Capital,Capital Markets,419.10M
GLAQ,Globis Acquisition,Blank Check / SPAC,151.86M
GLBE,Global-E Online,Internet Retail,7.71B
GLBL,Cartesian Growth,Blank Check / SPAC,426.94M
GLBS,Globus Maritime,Marine,52.26M
GLBZ,Glen Burnie Bancorp,Banks,35.82M
GLDD,Great Lakes Dredge & Dock,Construction & Engineering,1.04B
GLDG,GoldMining,Gold,216.96M
GLEE,Gladstone Acquisition,Blank Check / SPAC,135.09M
GLG,TD Holdings,Road & Rail,54.72M
GLHA,Glass Houses Acquisition,Blank Check / SPAC,267.87M
GLMD,Galmed Pharmaceuticals,Biotechnology,63.71M
GLNG,Golar LNG,"Oil, Gas & Consumable Fuels",1.37B
GLOB,Globant,Software,11.30B
GLOP,GasLog Partners,"Oil, Gas & Consumable Fuels",275.88M
GLP,Global Partners,"Oil, Gas & Consumable Fuels",803.50M
GLPG,Galapagos,Biotechnology,3.17B
GLPI,Gaming & Leisure Properties,"Equity Real Estate 
Investment Trusts...",10.88B
GLRE,Greenlight Capital Re,Insurance,248.42M
GLSI,Greenwich LifeSciences,Biotechnology,418.79M
GLSPT,Global SPAC Partners,Blank Check / SPAC,258.95M
GLT,Glatfelter,Paper & Forest Products,777.41M
GLTA,Galata Acquisition,Blank Check / SPAC,154.38M
GLTO,Galecto,Biotechnology,73.26M
GLUE,Monte Rosa Therapeutics,Biotechnology,885.01M
GLW,Corning,"Electronic Equipment, Instruments & C...",33.56B
GLYC,GlycoMimetics,Biotechnology,91.84M
GM,General Motors,Automobiles,91.31B
GMAB,Genmab A/S,Biotechnology,25.08B
GMBL,Esports Entertainment,"Hotels, Restaurants & Leisure",113.74M
GMBT,Queen's Gambit Growth Capital,Blank Check / SPAC,429.52M
GMDA,Gamida Cell,Biotechnology,161.29M
GME,GameStop,Specialty Retail,17.51B
GMED,Globus Medical,Health Care Equipment & Supplies,6.75B
GMII,Gores Metropoulos II,Blank Check / SPAC,560.81M
GMRE,Global Medical REIT,"Equity Real Estate 
Investment Trusts...",1.09B
GMS,GMS Inc.,Trading Companies & Distributors,2.59B
GMTX,Gemini Therapeutics,Biotechnology,133.64M
GMVD,G Medical Innovations,Medical Instruments & Supplies,28.11M
GNAC,Group Nine Acquisition,Blank Check / SPAC,280.89M
GNCA,Genocea Biosciences,Biotechnology,80.42M
GNE,Genie Energy,Electric Utilities,124.50M
GNFT,Genfit,Biotechnology,160.07M
GNK,Genco Shipping & Trading,Marine,588.20M
GNL,Global Net Lease,"Equity Real Estate 
Investment Trusts...",1.56B
GNLN,Greenlane Holdings,Distributors,95.06M
GNOG,Golden Nugget Online Gaming,Gambling,588.18M
GNPX,Genprex,Biotechnology,72.24M
GNRC,Generac Holdings,Electrical Equipment,27.15B
GNSS,Genasys,"Electronic Equipment, Instruments & C...",156.13M
GNTX,Gentex Corporation,Auto Components,8.84B
GNTY,Guaranty Bancshares,Banks,468.98M
GNUS,Genius Brands International,Leisure Products,367.18M
GNW,Genworth Financial,Insurance,2.07B
GO,Grocery Outlet,Food & Staples Retailing,2.78B
GOAC,GO Acquisition,Blank Check / SPAC,710.13M
GOBI,Gobi Acquisition,Blank Check / SPAC,315.85M
GOCO,GoHealth,Insurance Brokers,1.09B
GOED,1847 Goedeker,Internet Retail,240.97M
GOEV,Canoo,Auto Manufacturers,2.73B
GOGL,Golden Ocean Group,Marine,1.60B
GOGO,Gogo Inc.,Wireless Telecommunication Services,1.48B
GOL,GOL Linhas Aereas Inteligentes,Airlines,1.09B
GOLD,Barrick Gold,Metals & Mining,34.49B
GOLF,Acushnet Holdings,Leisure Products,4.13B
GOOD,Gladstone Commercial,"Equity Real Estate 
Investment Trusts...",850.78M
GOOG,Alphabet,Interactive Media & Services,"1,929.55B"
GOOGL,Alphabet,Interactive Media & Services,"1,927.07B"
GOOS,Canada Goose,"Textiles, Apparel & Luxury Goods",5.26B
GORO,Gold Resource,Metals & Mining,152.15M
GOSS,Gossamer Bio,Biotechnology,866.33M
GOTU,Gaotu Techedu,Education & Training Services,747.41M
GOVX,GeoVax Labs,Biotechnology,23.41M
GP,GreenPower Motor,Auto Manufacturers,298.60M
GPAC,Global Partner Acquisition II,Blank Check / SPAC,366.38M
GPC,Genuine Parts,Distributors,19.50B
GPCO,Golden Path Acquisition,Blank Check / SPAC,74.64M
GPI,Group 1 Automotive,Specialty Retail,3.75B
GPK,Graphic Packaging Holding,Containers & Packaging,6.49B
GPL,Great Panther Mining,Metals & Mining,91.24M
GPMT,Granite Point Mortgage Trust,"Mortgage Real Estate Investment 
Trus...",676.13M
GPN,Global Payments,IT Services,36.31B
GPOR,Gulfport Energy,Oil & Gas E&P,1.64B
GPP,Green Plains Partners,"Oil, Gas & Consumable Fuels",332.16M
GPRE,Green Plains,"Oil, Gas & Consumable Fuels",2.09B
GPRK,GeoPark,"Oil, Gas & Consumable Fuels",753.81M
GPRO,GoPro,Household Durables,1.66B
GPS,The Gap,Specialty Retail,8.67B
GRAY,Graybug Vision,Biotechnology,58.84M
GRBK,Green Brick Partners,Household Durables,1.36B
GRC,Gorman-Rupp Company,Machinery,1.17B
GRCL,Gracell Biotechnologies,Biotechnology,504.33M
GRCY,Greencity Acquisition,Blank Check / SPAC,54.44M
GREE,Greenidge Generation Holdings,Capital Markets,780.75M
GRFS,Grifols S.A.,Biotechnology,10.37B
GRIL,Muscle Maker,Restaurants,18.43M
GRIN,Grindrod Shipping Holdings,Marine,267.83M
GRMN,Garmin,Household Durables,27.42B
GRNQ,Greenpro Capital,Capital Markets,64.35M
GROM,Grom Social Enterprises,Internet Content & Information,28.74M
GROW,U.S. Global Investors,Capital Markets,90.43M
GROY,Gold Royalty,Metals & Mining,199.23M
GRPH,Graphite Bio,Biotechnology,503.54M
GRPN,Groupon,Internet & Direct Marketing Retail,710.93M
GRTS,Gritstone bio,Biotechnology,677.84M
GRTX,Galera Therapeutics,Biotechnology,40.45M
GRUB,Just Eat Takeaway.com,Internet & Direct Marketing Retail,14.56B
GRVI,Grove,Drug Manufacturers-Specialty & Generic,80.25M
GRVY,Gravity,Entertainment,552.44M
GRWG,GrowGeneration,Specialty Retail,1.04B
GS,The Goldman Sachs Group,Capital Markets,134.24B
GSAQ,Global Synergy Acquisition,Blank Check / SPAC,318.75M
GSAT,Globalstar,Diversified Telecommunication Services,2.63B
GSBC,Great Southern Bancorp,Banks,793.38M
GSBD,Goldman Sachs BDC,Capital Markets,1.92B
GSEV,Gores Holdings VII,Blank Check / SPAC,676.16M
GSHD,Goosehead Insurance,Insurance,5.02B
GSIT,GSI Technology,Semiconductors & Semiconductor Equipment,145.51M
GSK,GlaxoSmithKline,Pharmaceuticals,104.47B
GSKY,GreenSky,IT Services,1.10B
GSL,Global Ship Lease,Marine,830.09M
GSM,Ferroglobe,Metals & Mining,1.24B
GSMG,Glory Star New Media Group Holdings,Broadcasting,101.33M
GSQB,G Squared Ascend II,Blank Check / SPAC,67.60M
GSQD,G Squared Ascend I,Blank Check / SPAC,428.46M
GSS,Golden Star Resources,Metals & Mining,435.13M
GSV,Gold Standard Ventures,Metals & Mining,170.68M
GT,Goodyear Tire & Rubber,Auto Components,6.29B
GTBP,GT Biopharma,Biotechnology,136.70M
GTE,Gran Tierra Energy,"Oil, Gas & Consumable Fuels",277.56M
GTEC,Greenland Technologies Holding,Machinery,100.07M
GTES,Gates Industrial,Machinery,4.81B
GTH,Genetron Holdings,Diagnostics & Research,977.59M
GTHX,G1 Therapeutics,Biotechnology,562.99M
GTIM,Good Times Restaurants,"Hotels, Restaurants & Leisure",63.51M
GTLB,GitLab,Software-Application,13.72B
GTLS,Chart Industries,Machinery,6.50B
GTN,Gray Television,Media,2.09B
GTN.A,Gray Television,Broadcasting,2.06B
GTPA,Gores Technology Partners,Blank Check / SPAC,343.75M
GTPB,Gores Technology Partners II,Blank Check / SPAC,567.52M
GTS,Triple-S Management,Health Care Providers & Services,846.53M
GTX,Garrett Motion,Auto Components,486.02M
GTY,Getty Realty,"Equity Real Estate 
Investment Trusts...",1.46B
GTYH,GTY Technology,Software,393.21M
GURE,Gulf Resources,Chemicals,62.03M
GVA,Granite Construction,Construction & Engineering,1.93B
GVP,GSE Systems,Software,29.87M
GWB,Great Western Bancorp,Banks,1.99B
GWGH,GWG Holdings,Diversified Financial Services,204.92M
GWH,ESS Tech,Electrical Equipment & Parts,128.82M
GWII,Good Works II Acquisition,Blank Check / SPAC,252.14M
GWRE,Guidewire Software,Software,9.64B
GWRS,Global Water Resources,Water Utilities,432.37M
GWW,W.W. Grainger,Trading Companies & Distributors,25.30B
GXII,GX Acquisition II,Blank Check / SPAC,365.62M
GXO,GXO Logistics,Specialty Business Services,11.21B
GYRO,Gyrodyne,Real Estate Management & Development,17.78M
H,Hyatt Hotels,"Hotels, Restaurants & Leisure",9.31B
HA,Hawaiian Holdings,Airlines,1.02B
HAAC,Health Assurance Acquisition,Blank Check / SPAC,541.05M
HAE,Haemonetics,Health Care Equipment & Supplies,2.79B
